Id,BibNumber,RaceTime,EventId,SignUpId
946,40,,13_3FM,979
947,32,5832,13_3HM,797
948,33,8735,13_3HM,757
949,34,8597,13_3HM,938
950,41,12913,13_3FM,938
951,42,20580,13_3FM,699
952,35,10878,13_3HM,699
953,36,9789,13_3HM,729
954,43,10385,13_3FM,998
955,37,4147,13_3HM,985
956,38,5754,13_3HM,974
957,44,,13_3FM,880
958,45,15172,13_3FM,1014
959,39,7491,13_3HM,995
960,46,,13_3FM,943
961,40,6480,13_3HM,937
962,47,10264,13_3FM,937
963,48,20883,13_3FM,915
964,49,24166,13_3FM,787
965,41,4450,13_3HM,717
966,50,8407,13_3FM,717
967,42,8502,13_3HM,941
968,51,19449,13_3FM,771
969,52,8225,13_3FM,944
970,43,9231,13_3HM,944
971,44,4260,13_3HM,770
972,53,9426,13_3FM,956
973,54,13824,13_3FM,1011
974,45,9063,13_3HM,810
975,46,6316,13_3HM,838
976,55,7540,13_3FM,838
977,56,13375,13_3FM,750
978,47,5079,13_3HM,750
979,48,4199,13_3HM,914
980,57,22620,13_3FM,921
981,49,8070,13_3HM,912
982,50,,13_3HM,713
983,51,5918,13_3HM,779
984,58,19677,13_3FM,779
985,52,,13_3HM,888
986,59,8173,13_3FM,1032
987,60,24019,13_3FM,772
988,53,4354,13_3HM,772
989,54,3637,13_3HM,687
990,61,19803,13_3FM,687
991,62,20857,13_3FM,881
992,63,,13_3FM,960
993,64,16347,13_3FM,836
994,65,11413,13_3FM,949
995,55,11378,13_3HM,949
996,56,8320,13_3HM,756
997,66,19203,13_3FM,756
998,67,7448,13_3FM,812
999,68,13971,13_3FM,870
1000,69,,13_3FM,1006
1001,57,8873,13_3HM,742
1002,58,6497,13_3HM,844
1003,70,13746,13_3FM,933
1004,59,3983,13_3HM,849
1005,71,12922,13_3FM,849
1006,60,7595,13_3HM,939
1007,72,11007,13_3FM,939
1008,73,24468,13_3FM,920
1009,61,8450,13_3HM,703
1010,74,13452,13_3FM,826
1011,62,6869,13_3HM,893
1012,75,19512,13_3FM,893
1013,63,10670,13_3HM,897
1014,76,22205,13_3FM,765
1015,64,4450,13_3HM,866
1016,65,,13_3HM,883
1017,77,0,13_3FM,883
1018,78,24883,13_3FM,970
1019,66,6725,13_3HM,970
1020,67,5875,13_3HM,696
1021,68,5357,13_3HM,783
1022,69,8865,13_3HM,978
1023,79,14296,13_3FM,978
1024,70,8657,13_3HM,707
1025,80,13357,13_3FM,707
1026,71,3603,13_3HM,839
1027,81,18216,13_3FM,839
1028,82,11336,13_3FM,951
1029,72,8139,13_3HM,786
1030,73,,13_3HM,850
1031,83,,13_3FM,876
1032,74,4925,13_3HM,706
1033,75,4069,13_3HM,800
1034,76,5530,13_3HM,840
1035,84,14887,13_3FM,1021
1036,85,19587,13_3FM,793
1037,77,9433,13_3HM,793
1038,78,8700,13_3HM,868
1039,86,11516,13_3FM,868
1040,87,10886,13_3FM,964
1041,88,19475,13_3FM,709
1042,89,16675,13_3FM,784
1043,90,,13_3FM,846
1044,79,0,13_3HM,846
1045,91,19043,13_3FM,843
1046,80,4516,13_3HM,843
1047,92,8519,13_3FM,789
1048,81,,13_3HM,767
1049,82,3819,13_3HM,790
1050,83,3992,13_3HM,1023
1051,93,10222,13_3FM,1023
1052,84,7888,13_3HM,1019
1053,94,11483,13_3FM,862
1054,85,5806,13_3HM,862
1055,86,8044,13_3HM,753
1056,95,19937,13_3FM,753
1057,96,21401,13_3FM,947
1058,87,11455,13_3HM,947
1059,88,,13_3HM,768
1060,97,13470,13_3FM,830
1061,89,4026,13_3HM,710
1062,90,9210,13_3HM,727
1063,91,4994,13_3HM,919
1064,98,20148,13_3FM,1001
1065,92,5547,13_3HM,982
1066,99,21072,13_3FM,982
1067,93,7430,13_3HM,754
1068,94,7932,13_3HM,916
1069,95,4743,13_3HM,923
1070,96,7819,13_3HM,857
1071,100,8880,13_3FM,857
1072,97,4208,13_3HM,1022
1073,98,5331,13_3HM,721
1074,101,19344,13_3FM,721
1075,102,9037,13_3FM,994
1076,103,16641,13_3FM,700
1077,104,22032,13_3FM,831
1078,99,6713,13_3HM,814
1079,105,19707,13_3FM,814
1080,100,7059,13_3HM,993
1081,106,7963,13_3FM,993
1082,107,23820,13_3FM,954
1083,101,3691,13_3HM,954
1084,102,6929,13_3HM,861
1085,108,20698,13_3FM,861
1086,103,5391,13_3HM,901
1087,109,18023,13_3FM,689
1088,110,,13_3FM,698
1089,111,,13_3FM,1002
1090,112,8493,13_3FM,845
1091,104,6428,13_3HM,735
1092,105,8104,13_3HM,963
1093,113,7543,13_3FM,963
1094,106,10187,13_3HM,1031
1095,114,24373,13_3FM,882
1096,115,8891,13_3FM,860
1097,107,7624,13_3HM,860
1098,108,6273,13_3HM,913
1099,109,9832,13_3HM,886
1100,110,7379,13_3HM,1033
1101,116,14567,13_3FM,950
1102,111,5711,13_3HM,801
1103,117,19164,13_3FM,908
1104,112,3662,13_3HM,908
1105,118,23440,13_3FM,822
1106,119,13729,13_3FM,918
1107,113,6739,13_3HM,751
1108,120,23095,13_3FM,720
1109,121,18498,13_3FM,799
1110,114,7959,13_3HM,799
1111,115,7232,13_3HM,821
1112,116,6860,13_3HM,781
1113,122,14047,13_3FM,781
1114,123,18757,13_3FM,900
1115,117,10221,13_3HM,965
1116,118,,13_3HM,911
1117,119,4372,13_3HM,885
1118,120,9599,13_3HM,898
1119,124,17107,13_3FM,958
1120,121,7762,13_3HM,958
1121,125,,13_3FM,903
1122,122,0,13_3HM,903
1123,126,8700,13_3FM,972
1124,123,9893,13_3HM,924
1125,127,14933,13_3FM,924
1126,124,9668,13_3HM,992
1127,125,9971,13_3HM,827
1128,126,,13_3HM,777
1129,128,19466,13_3FM,948
1130,127,8312,13_3HM,1015
1131,128,8148,13_3HM,695
1132,129,13038,13_3FM,835
1133,130,14869,13_3FM,758
1134,129,10178,13_3HM,815
1135,131,13824,13_3FM,807
1136,130,11583,13_3HM,807
1137,131,8372,13_3HM,892
1138,132,7854,13_3HM,806
1139,133,10757,13_3HM,739
1140,134,7862,13_3HM,685
1141,135,8191,13_3HM,1016
1142,132,,13_3FM,1013
1143,133,11612,13_3FM,837
1144,136,7828,13_3HM,794
1145,134,11120,13_3FM,896
1146,135,11085,13_3FM,969
1147,137,5149,13_3HM,990
1148,136,11735,13_3FM,990
1149,137,21228,13_3FM,863
1150,138,8312,13_3HM,848
1151,139,7197,13_3HM,775
1152,140,,13_3HM,1028
1153,141,10394,13_3HM,889
1154,138,19146,13_3FM,763
1155,142,7195,13_3HM,763
1156,139,22352,13_3FM,906
1157,143,9098,13_3HM,1024
1158,140,21057,13_3FM,1024
1159,141,13617,13_3FM,851
1160,144,,13_3HM,734
1161,142,24227,13_3FM,887
1162,145,,13_3HM,746
1163,146,,13_3HM,688
1164,147,7379,13_3HM,905
1165,143,22464,13_3FM,1007
1166,148,5626,13_3HM,1007
1167,144,12554,13_3FM,859
1168,145,14126,13_3FM,957
1169,146,9780,13_3FM,743
1170,149,9303,13_3HM,743
1171,150,8320,13_3HM,1009
1172,147,19241,13_3FM,884
1173,151,,13_3HM,967
1174,152,8191,13_3HM,1018
1175,148,14809,13_3FM,693
1176,153,4203,13_3HM,693
1177,149,14023,13_3FM,1008
1178,154,11654,13_3HM,1008
1179,150,23985,13_3FM,823
1180,155,8709,13_3HM,852
1181,151,11085,13_3FM,867
1182,152,,13_3FM,762
1183,153,,13_3FM,1026
1184,156,0,13_3HM,1026
1185,157,6108,13_3HM,683
1186,154,9989,13_3FM,683
1187,155,,13_3FM,741
1188,158,0,13_3HM,741
1189,156,14852,13_3FM,809
1190,159,9418,13_3HM,820
1191,160,8441,13_3HM,855
1192,161,7906,13_3HM,690
1193,157,12974,13_3FM,690
1194,162,9634,13_3HM,955
1195,158,17150,13_3FM,873
1196,163,10273,13_3HM,804
1197,159,24097,13_3FM,736
1198,164,9822,13_3HM,736
1199,160,17772,13_3FM,829
1200,161,13366,13_3FM,752
1201,162,13254,13_3FM,824
1202,165,7353,13_3HM,1005
1203,166,,13_3HM,1020
1204,163,0,13_3FM,1020
1205,167,4216,13_3HM,877
1206,168,9444,13_3HM,973
1207,164,10218,13_3FM,973
1208,165,19129,13_3FM,983
1209,169,3749,13_3HM,983
1210,166,21609,13_3FM,745
1211,170,5101,13_3HM,745
1212,167,19846,13_3FM,1012
1213,171,11493,13_3HM,1012
1214,168,9331,13_3FM,902
1215,172,7396,13_3HM,774
1216,169,18969,13_3FM,774
1217,173,5167,13_3HM,874
1218,170,13588,13_3FM,874
1219,174,10644,13_3HM,740
1220,171,22146,13_3FM,740
1221,172,14368,13_3FM,737
1222,175,4631,13_3HM,959
1223,173,15417,13_3FM,959
1224,174,22671,13_3FM,864
1225,176,10494,13_3HM,864
1226,177,8104,13_3HM,940
1227,175,13782,13_3FM,940
1228,176,,13_3FM,764
1229,178,8234,13_3HM,819
1230,177,,13_3FM,858
1231,179,5443,13_3HM,981
1232,178,15072,13_3FM,981
1233,180,,13_3HM,813
1234,179,0,13_3FM,813
1235,181,8018,13_3HM,976
1236,182,8191,13_3HM,991
1237,180,21194,13_3FM,928
1238,183,7318,13_3HM,747
1239,184,7171,13_3HM,856
1240,181,13333,13_3FM,856
1241,182,18412,13_3FM,755
1242,185,10835,13_3HM,755
1243,186,9046,13_3HM,968
1244,183,13904,13_3FM,968
1245,184,,13_3FM,879
1246,187,0,13_3HM,879
1247,185,24944,13_3FM,769
1248,186,,13_3FM,802
1249,188,0,13_3HM,802
1250,189,,13_3HM,961
1251,187,0,13_3FM,961
1252,188,22715,13_3FM,935
1253,190,4540,13_3HM,935
1254,189,22827,13_3FM,818
1255,190,16848,13_3FM,854
1256,191,5858,13_3HM,691
1257,191,24512,13_3FM,907
1258,192,9893,13_3HM,684
1259,192,22177,13_3FM,684
1260,193,7750,13_3HM,875
1261,194,9530,13_3HM,986
1262,195,,13_3HM,922
1263,193,0,13_3FM,922
1264,196,6255,13_3HM,780
1265,194,18172,13_3FM,780
1266,195,22222,13_3FM,788
1267,197,5633,13_3HM,1029
1268,198,10264,13_3HM,728
1269,196,21142,13_3FM,744
1270,199,5270,13_3HM,909
1271,197,20814,13_3FM,952
1272,200,5232,13_3HM,952
1273,198,18576,13_3FM,697
1274,201,3991,13_3HM,697
1275,199,19777,13_3FM,805
1276,202,6160,13_3HM,704
1277,200,8407,13_3FM,1000
1278,203,4170,13_3HM,1000
1279,201,16243,13_3FM,1030
1280,204,3723,13_3HM,1030
1281,205,7612,13_3HM,1004
1282,202,9772,13_3FM,711
1283,206,,13_3HM,934
1284,207,10610,13_3HM,989
1285,203,23172,13_3FM,899
1286,208,4259,13_3HM,899
1287,204,,13_3FM,894
1288,209,0,13_3HM,894
1289,205,25142,13_3FM,953
1290,210,4375,13_3HM,953
1291,211,5357,13_3HM,701
1292,212,6800,13_3HM,730
1293,213,3974,13_3HM,925
1294,214,6687,13_3HM,962
1295,215,4605,13_3HM,971
1296,206,24693,13_3FM,942
1297,216,,13_3HM,722
1298,207,15612,13_3FM,694
1299,217,6922,13_3HM,694
1300,208,,13_3FM,834
1301,209,23812,13_3FM,891
1302,210,16131,13_3FM,929
1303,218,4643,13_3HM,929
1304,219,9158,13_3HM,719
1305,211,10541,13_3FM,987
1306,220,8908,13_3HM,931
1307,212,14045,13_3FM,931
1308,221,5780,13_3HM,725
1309,213,9599,13_3FM,738
1310,222,10684,13_3HM,738
1311,214,15466,13_3FM,895
1312,223,5635,13_3HM,895
1313,224,,13_3HM,808
1314,225,,13_3HM,984
1315,226,10048,13_3HM,778
1316,215,16490,13_3FM,778
1317,216,24546,13_3FM,718
1318,227,10859,13_3HM,718
1319,217,12450,13_3FM,749
1320,218,15949,13_3FM,1017
1321,228,7759,13_3HM,927
1322,219,12695,13_3FM,927
1323,229,,13_3HM,946
1324,220,22239,13_3FM,702
1325,230,,13_3HM,926
1326,221,0,13_3FM,926
1327,222,22015,13_3FM,803
1328,231,5179,13_3HM,803
1329,223,18706,13_3FM,996
1330,232,5832,13_3HM,841
1331,233,10117,13_3HM,842
1332,234,9392,13_3HM,723
1333,224,22844,13_3FM,904
1334,225,24201,13_3FM,760
1335,226,19215,13_3FM,692
1336,235,11037,13_3HM,692
1337,236,7949,13_3HM,748
1338,227,17541,13_3FM,748
1339,228,,13_3FM,872
1340,1,17703,14_4FR,1119
1341,1,3948,14_4HM,1119
1342,2,,14_4HM,1651
1343,3,7206,14_4HM,2082
1344,2,,14_4FR,1229
1345,3,,14_4FR,1672
1346,4,0,14_4HM,1672
1347,5,7716,14_4HM,1235
1348,6,10247,14_4HM,1748
1349,4,15638,14_4FR,1850
1350,7,28166,14_4HM,1952
1351,5,,14_4FR,1152
1352,8,25877,14_4HM,1255
1353,6,15984,14_4FR,2181
1354,7,22905,14_4FR,1412
1355,8,14178,14_4FR,1855
1356,9,16926,14_4FR,1395
1357,9,11180,14_4HM,1918
1358,10,,14_4FR,2080
1359,1,12493,14_4FM,1045
1360,11,2811,14_4FR,1045
1361,12,,14_4FR,1195
1362,10,18939,14_4HM,1288
1363,13,1037,14_4FR,1288
1364,11,,14_4HM,1413
1365,2,20710,14_4FM,1618
1366,12,10411,14_4HM,2085
1367,13,15120,14_4HM,1278
1368,14,12804,14_4FR,1597
1369,14,18982,14_4HM,1049
1370,15,10895,14_4HM,1259
1371,15,12804,14_4FR,1619
1372,16,5168,14_4HM,1619
1373,16,28106,14_4FR,1698
1374,17,4039,14_4HM,1698
1375,17,25047,14_4FR,1701
1376,18,16943,14_4FR,1870
1377,19,16079,14_4FR,2135
1378,18,11889,14_4HM,1786
1379,20,,14_4FR,1722
1380,21,10221,14_4FR,1234
1381,19,4429,14_4HM,1234
1382,3,23777,14_4FM,1374
1383,20,,14_4HM,1753
1384,22,8389,14_4FR,1921
1385,21,17971,14_4HM,1999
1386,4,20796,14_4FM,1060
1387,23,8510,14_4FR,1566
1388,22,28668,14_4HM,2024
1389,23,20943,14_4HM,1974
1390,24,3680,14_4FR,1974
1391,24,9642,14_4HM,2116
1392,25,8052,14_4HM,1605
1393,25,25471,14_4FR,1336
1394,26,12390,14_4HM,1760
1395,26,15906,14_4FR,2019
1396,27,18671,14_4FR,1514
1397,27,6819,14_4HM,1514
1398,28,9884,14_4FR,1946
1399,5,16468,14_4FM,2155
1400,29,3031,14_4FR,2155
1401,30,14921,14_4FR,1928
1402,28,24382,14_4HM,1481
1403,31,,14_4FR,1245
1404,29,10437,14_4HM,1721
1405,32,2174,14_4FR,1721
1406,33,,14_4FR,2189
1407,34,14005,14_4FR,2098
1408,30,20019,14_4HM,1056
1409,35,18654,14_4FR,1222
1410,36,25566,14_4FR,1280
1411,37,11560,14_4FR,1213
1412,38,11975,14_4FR,1264
1413,31,6575,14_4HM,1264
1414,6,16364,14_4FM,2104
1415,7,15811,14_4FM,1178
1416,39,17807,14_4FR,1460
1417,40,16122,14_4FR,1594
1418,32,23518,14_4HM,2014
1419,41,2125,14_4FR,2014
1420,33,,14_4HM,1292
1421,42,28702,14_4FR,1914
1422,34,4742,14_4HM,1914
1423,43,27078,14_4FR,2211
1424,44,10454,14_4FR,1169
1425,35,9638,14_4HM,1169
1426,8,25955,14_4FM,1898
1427,45,3166,14_4FR,1898
1428,36,16062,14_4HM,1108
1429,46,19535,14_4FR,1752
1430,37,4221,14_4HM,1752
1431,47,,14_4FR,1180
1432,48,27838,14_4FR,1458
1433,38,5250,14_4HM,1458
1434,49,27406,14_4FR,2238
1435,39,10449,14_4HM,2238
1436,50,24900,14_4FR,2020
1437,51,,14_4FR,1665
1438,40,0,14_4HM,1665
1439,52,13306,14_4FR,1483
1440,53,18861,14_4FR,1184
1441,41,10524,14_4HM,1687
1442,54,,14_4FR,1393
1443,42,,14_4HM,1671
1444,55,0,14_4FR,1671
1445,43,17453,14_4HM,1804
1446,56,18861,14_4FR,1809
1447,44,4138,14_4HM,1809
1448,45,,14_4HM,1983
1449,57,,14_4FR,1062
1450,46,,14_4HM,1579
1451,58,17712,14_4FR,1586
1452,9,10031,14_4FM,1805
1453,59,2316,14_4FR,1805
1454,60,25194,14_4FR,2146
1455,47,17366,14_4HM,1127
1456,61,2617,14_4FR,1127
1457,48,,14_4HM,1445
1458,62,20719,14_4FR,2168
1459,63,13392,14_4FR,2244
1460,49,5653,14_4HM,2244
1461,64,,14_4FR,1823
1462,65,17297,14_4FR,1090
1463,50,8206,14_4HM,1090
1464,51,27855,14_4HM,1537
1465,52,24080,14_4HM,1230
1466,53,23898,14_4HM,2096
1467,54,,14_4HM,1252
1468,55,19328,14_4HM,1884
1469,56,19544,14_4HM,1882
1470,66,28115,14_4FR,1716
1471,57,4740,14_4HM,1716
1472,58,28633,14_4HM,1553
1473,67,7932,14_4FR,1771
1474,68,,14_4FR,1042
1475,59,17859,14_4HM,1163
1476,69,3823,14_4FR,1163
1477,70,8986,14_4FR,1478
1478,60,9426,14_4HM,2047
1479,61,,14_4HM,1470
1480,71,0,14_4FR,1470
1481,72,12338,14_4FR,1039
1482,62,5216,14_4HM,1039
1483,73,17600,14_4FR,1669
1484,63,3919,14_4HM,1669
1485,74,23216,14_4FR,1054
1486,64,10687,14_4HM,1054
1487,65,12891,14_4HM,1123
1488,75,12018,14_4FR,1176
1489,76,22118,14_4FR,1476
1490,10,18602,14_4FM,1767
1491,77,,14_4FR,1960
1492,66,0,14_4HM,1960
1493,78,14437,14_4FR,1646
1494,67,10172,14_4HM,1646
1495,79,24624,14_4FR,1345
1496,68,10636,14_4HM,1768
1497,80,24391,14_4FR,2264
1498,69,9709,14_4HM,2264
1499,81,26231,14_4FR,1284
1500,70,6116,14_4HM,1284
1501,82,27406,14_4FR,2033
1502,83,19328,14_4FR,1293
1503,71,16476,14_4HM,1335
1504,11,25142,14_4FM,1660
1505,72,24797,14_4HM,1747
1506,84,,14_4FR,1881
1507,85,12813,14_4FR,1339
1508,86,13686,14_4FR,2207
1509,12,,14_4FM,1835
1510,87,21764,14_4FR,1948
1511,73,8828,14_4HM,1948
1512,74,13375,14_4HM,2231
1513,88,3727,14_4FR,2231
1514,75,10109,14_4HM,1795
1515,89,3477,14_4FR,1795
1516,90,23535,14_4FR,2101
1517,13,21133,14_4FM,1348
1518,76,13712,14_4HM,1901
1519,91,2333,14_4FR,1901
1520,14,10791,14_4FM,1072
1521,77,8562,14_4HM,1324
1522,92,963,14_4FR,1324
1523,15,12735,14_4FM,1034
1524,93,,14_4FR,1314
1525,94,,14_4FR,2235
1526,78,14196,14_4HM,1943
1527,95,2986,14_4FR,1943
1528,16,9357,14_4FM,1382
1529,96,3560,14_4FR,1382
1530,79,,14_4HM,1668
1531,97,0,14_4FR,1668
1532,98,19293,14_4FR,1741
1533,80,18118,14_4HM,2143
1534,81,20313,14_4HM,1425
1535,99,2790,14_4FR,1425
1536,100,8744,14_4FR,1822
1537,101,9582,14_4FR,1128
1538,82,23527,14_4HM,1765
1539,102,7707,14_4FR,1955
1540,103,12476,14_4FR,2038
1541,83,8168,14_4HM,2038
1542,104,22127,14_4FR,1066
1543,105,19112,14_4FR,1482
1544,84,,14_4HM,1681
1545,106,7819,14_4FR,1658
1546,107,27942,14_4FR,1854
1547,108,11880,14_4FR,1746
1548,85,15483,14_4HM,1766
1549,17,20235,14_4FM,1788
1550,86,14835,14_4HM,1843
1551,109,22222,14_4FR,1390
1552,87,25462,14_4HM,1095
1553,88,25488,14_4HM,2179
1554,18,27354,14_4FM,1812
1555,19,13798,14_4FM,1448
1556,20,16105,14_4FM,1456
1557,110,3336,14_4FR,1456
1558,111,19647,14_4FR,1430
1559,89,9887,14_4HM,1430
1560,90,22369,14_4HM,2221
1561,112,,14_4FR,1274
1562,91,27510,14_4HM,1551
1563,113,1090,14_4FR,1551
1564,21,,14_4FM,1121
1565,114,15457,14_4FR,1796
1566,92,13427,14_4HM,1438
1567,115,,14_4FR,1050
1568,93,18369,14_4HM,1189
1569,94,21781,14_4HM,2111
1570,95,25384,14_4HM,1270
1571,96,20926,14_4HM,1507
1572,116,1220,14_4FR,1507
1573,97,27700,14_4HM,1973
1574,117,28045,14_4FR,2081
1575,118,28538,14_4FR,1161
1576,119,27812,14_4FR,1977
1577,120,9452,14_4FR,1554
1578,121,,14_4FR,1193
1579,98,0,14_4HM,1193
1580,122,18619,14_4FR,1130
1581,22,,14_4FM,1190
1582,123,21660,14_4FR,1214
1583,23,,14_4FM,1829
1584,124,0,14_4FR,1829
1585,99,22922,14_4HM,2224
1586,125,22922,14_4FR,1422
1587,100,9228,14_4HM,2234
1588,101,21764,14_4HM,1344
1589,24,16675,14_4FM,2255
1590,126,1260,14_4FR,2255
1591,102,23017,14_4HM,1434
1592,127,3483,14_4FR,1434
1593,128,7482,14_4FR,1885
1594,129,28685,14_4FR,1251
1595,25,18688,14_4FM,1724
1596,130,17712,14_4FR,1944
1597,131,7292,14_4FR,2229
1598,26,,14_4FM,1362
1599,132,18861,14_4FR,1774
1600,133,25263,14_4FR,1837
1601,134,26067,14_4FR,1156
1602,103,6043,14_4HM,1156
1603,135,24659,14_4FR,1304
1604,104,27138,14_4HM,1319
1605,105,24641,14_4HM,2270
1606,27,12995,14_4FM,2140
1607,136,9772,14_4FR,1055
1608,137,16243,14_4FR,2074
1609,138,9703,14_4FR,1957
1610,28,20071,14_4FM,1818
1611,106,,14_4HM,1972
1612,107,16701,14_4HM,1610
1613,139,3151,14_4FR,1610
1614,140,20339,14_4FR,1647
1615,29,12381,14_4FM,1676
1616,108,,14_4HM,1373
1617,141,,14_4FR,1929
1618,109,0,14_4HM,1929
1619,110,25073,14_4HM,1258
1620,142,28538,14_4FR,1120
1621,111,8208,14_4HM,1120
1622,143,9746,14_4FR,1098
1623,144,26024,14_4FR,1993
1624,112,10299,14_4HM,1489
1625,113,,14_4HM,2061
1626,145,0,14_4FR,2061
1627,146,7992,14_4FR,2297
1628,114,18291,14_4HM,1277
1629,147,4184,14_4FR,1277
1630,115,,14_4HM,1308
1631,148,0,14_4FR,1308
1632,116,9971,14_4HM,2029
1633,117,,14_4HM,2114
1634,149,17142,14_4FR,1394
1635,150,15768,14_4FR,1364
1636,118,10252,14_4HM,1364
1637,151,9452,14_4FR,1839
1638,152,11388,14_4FR,1561
1639,153,22870,14_4FR,1343
1640,30,25635,14_4FM,2054
1641,119,28192,14_4HM,1085
1642,120,10351,14_4HM,1239
1643,154,17220,14_4FR,1820
1644,121,3650,14_4HM,1820
1645,155,9867,14_4FR,1906
1646,156,18334,14_4FR,2280
1647,122,22473,14_4HM,1764
1648,31,,14_4FM,1762
1649,123,24002,14_4HM,1782
1650,157,2841,14_4FR,1782
1651,158,10835,14_4FR,2230
1652,32,10895,14_4FM,1604
1653,159,28339,14_4FR,2158
1654,160,9564,14_4FR,2049
1655,124,8955,14_4HM,2049
1656,33,8052,14_4FM,2125
1657,125,22922,14_4HM,2178
1658,126,13038,14_4HM,2187
1659,161,,14_4FR,1592
1660,127,16710,14_4HM,1216
1661,162,2527,14_4FR,1216
1662,128,10057,14_4HM,1844
1663,163,9634,14_4FR,2013
1664,164,9780,14_4FR,1418
1665,165,8355,14_4FR,1816
1666,34,13772,14_4FM,2274
1667,166,3636,14_4FR,2274
1668,35,15146,14_4FM,1503
1669,36,28676,14_4FM,1731
1670,167,4493,14_4FR,1731
1671,168,16148,14_4FR,2093
1672,129,26447,14_4HM,1096
1673,37,16908,14_4FM,1442
1674,130,14887,14_4HM,1830
1675,169,2589,14_4FR,1830
1676,38,25531,14_4FM,1538
1677,170,,14_4FR,1408
1678,131,0,14_4HM,1408
1679,171,20892,14_4FR,1851
1680,172,24503,14_4FR,2201
1681,173,7258,14_4FR,1730
1682,132,13470,14_4HM,1326
1683,174,7344,14_4FR,2190
1684,133,8429,14_4HM,2190
1685,175,8165,14_4FR,1742
1686,134,21030,14_4HM,1998
1687,176,19094,14_4FR,2193
1688,135,25972,14_4HM,1253
1689,177,12900,14_4FR,1490
1690,178,26171,14_4FR,1059
1691,39,28365,14_4FM,1714
1692,179,1948,14_4FR,1714
1693,136,11664,14_4HM,1813
1694,180,17487,14_4FR,1585
1695,181,7379,14_4FR,1406
1696,137,19034,14_4HM,1593
1697,40,21108,14_4FM,2058
1698,182,2953,14_4FR,2058
1699,138,24693,14_4HM,1297
1700,41,10014,14_4FM,1717
1701,183,25229,14_4FR,1802
1702,184,19259,14_4FR,1910
1703,185,,14_4FR,1919
1704,139,0,14_4HM,1919
1705,140,11949,14_4HM,1333
1706,141,20866,14_4HM,1567
1707,142,28374,14_4HM,1729
1708,143,8657,14_4HM,1744
1709,186,1519,14_4FR,1744
1710,187,26620,14_4FR,2071
1711,42,21617,14_4FM,1578
1712,188,1019,14_4FR,1578
1713,189,,14_4FR,1210
1714,190,26015,14_4FR,1369
1715,144,8593,14_4HM,1369
1716,43,18204,14_4FM,1242
1717,191,,14_4FR,1113
1718,44,26724,14_4FM,1146
1719,192,18265,14_4FR,1209
1720,193,20883,14_4FR,1515
1721,45,15820,14_4FM,1053
1722,194,2228,14_4FR,1053
1723,195,7646,14_4FR,2292
1724,145,4357,14_4HM,2292
1725,146,28279,14_4HM,1513
1726,46,24555,14_4FM,2245
1727,196,1914,14_4FR,2245
1728,147,12070,14_4HM,2031
1729,148,12537,14_4HM,2273
1730,197,28305,14_4FR,1063
1731,198,9746,14_4FR,1250
1732,199,11768,14_4FR,1287
1733,200,15751,14_4FR,1555
1734,201,22265,14_4FR,1208
1735,202,15120,14_4FR,1905
1736,149,25877,14_4HM,2182
1737,150,27259,14_4HM,1325
1738,151,,14_4HM,1704
1739,152,26948,14_4HM,1673
1740,203,1598,14_4FR,1673
1741,204,,14_4FR,1662
1742,205,17436,14_4FR,2141
1743,153,27588,14_4HM,1081
1744,206,2517,14_4FR,1081
1745,154,12632,14_4HM,1889
1746,47,27320,14_4FM,1166
1747,155,,14_4HM,1959
1748,48,19500,14_4FM,1388
1749,207,2829,14_4FR,1388
1750,156,11232,14_4HM,1694
1751,157,,14_4HM,1473
1752,158,12770,14_4HM,1663
1753,208,1957,14_4FR,1663
1754,209,23397,14_4FR,2048
1755,159,15466,14_4HM,1291
1756,49,22602,14_4FM,1772
1757,210,1247,14_4FR,1772
1758,211,,14_4FR,2200
1759,212,15353,14_4FR,2069
1760,213,11681,14_4FR,1337
1761,214,17487,14_4FR,1900
1762,215,11457,14_4FR,2160
1763,160,,14_4HM,2185
1764,161,25065,14_4HM,1057
1765,216,19466,14_4FR,1157
1766,162,25039,14_4HM,1508
1767,217,,14_4FR,1138
1768,218,15656,14_4FR,1097
1769,50,14196,14_4FM,1546
1770,51,28581,14_4FM,1375
1771,52,,14_4FM,1385
1772,219,22291,14_4FR,1645
1773,220,26248,14_4FR,2065
1774,163,,14_4HM,1149
1775,164,,14_4HM,1320
1776,165,,14_4HM,1493
1777,166,15327,14_4HM,1410
1778,167,13202,14_4HM,1808
1779,168,18732,14_4HM,1966
1780,169,18438,14_4HM,1155
1781,170,21021,14_4HM,1177
1782,221,2322,14_4FR,1177
1783,222,,14_4FR,1360
1784,171,8338,14_4HM,1114
1785,223,17194,14_4FR,1904
1786,172,7602,14_4HM,1904
1787,173,16528,14_4HM,1407
1788,224,3809,14_4FR,1407
1789,225,11534,14_4FR,1402
1790,226,26214,14_4FR,2198
1791,174,9506,14_4HM,2198
1792,227,12200,14_4FR,1329
1793,175,5209,14_4HM,1329
1794,228,,14_4FR,1472
1795,176,24088,14_4HM,1865
1796,229,3735,14_4FR,1865
1797,230,10351,14_4FR,2254
1798,177,5761,14_4HM,2254
1799,231,11966,14_4FR,1468
1800,178,4787,14_4HM,1468
1801,232,27959,14_4FR,1299
1802,233,8104,14_4FR,2122
1803,234,9340,14_4FR,1525
1804,179,8546,14_4HM,1525
1805,235,27899,14_4FR,1925
