Id,SignUpDate,Cost,SponsorshipTarget,RunnerId,CharityId,RaceKitOptionId,SignUpStatusId
998,2013-01-07 18:21:36.0000000,0.00,100.00,983,11,A,4
999,2013-01-07 11:53:57.0000000,0.00,500.00,829,14,A,4
1003,2013-06-08 22:53:54.0000000,15.00,200.00,1105,14,B,3
1004,2013-10-04 16:40:05.0000000,20.00,250.00,833,12,C,4
1006,2013-04-02 12:57:19.0000000,15.00,200.00,1107,14,B,3
1008,2013-06-03 14:37:32.0000000,0.00,500.00,911,12,A,4
1012,2013-06-03 16:46:16.0000000,20.00,250.00,473,14,C,4
1013,2013-10-05 19:38:47.0000000,15.00,200.00,915,11,B,3
1014,2013-11-06 13:40:31.0000000,0.00,500.00,1052,12,A,4
1016,2013-03-03 08:41:43.0000000,20.00,250.00,963,14,C,4
1017,2013-01-02 20:45:01.0000000,0.00,100.00,989,13,A,4
1018,2013-08-05 11:42:09.0000000,15.00,250.00,907,13,B,4
1020,2013-11-08 09:25:21.0000000,15.00,200.00,928,13,B,3
1022,2013-02-08 20:54:40.0000000,0.00,500.00,1022,11,A,4
1026,2013-04-05 11:02:41.0000000,15.00,200.00,1058,12,B,3
1027,2013-04-06 19:30:00.0000000,0.00,550.00,857,14,A,4
1032,2013-01-04 20:15:56.0000000,0.00,550.00,1021,14,A,4
1033,2013-11-07 11:36:40.0000000,15.00,250.00,736,11,B,4
1035,2014-06-02 06:47:14.0000000,0.00,100.00,1929,13,A,4
1036,2014-01-05 06:46:48.0000000,30.00,200.00,2160,13,C,4
1037,2014-07-04 17:43:35.0000000,0.00,500.00,2341,11,A,4
1041,2014-08-03 17:20:07.0000000,0.00,50.00,1132,12,A,3
1042,2014-11-02 13:12:43.0000000,0.00,50.00,2033,11,A,3
1044,2014-11-03 19:20:30.0000000,20.00,150.00,1597,12,B,4
1045,2014-06-04 19:57:13.0000000,30.00,200.00,2177,12,C,4
1047,2014-01-04 09:39:45.0000000,0.00,500.00,1582,12,A,4
1051,2014-04-04 06:00:35.0000000,0.00,500.00,2026,13,A,4
1053,2014-04-04 17:46:19.0000000,20.00,10.00,2071,12,B,4
1057,2014-06-02 12:36:26.0000000,0.00,500.00,1510,13,A,4
1059,2014-05-05 10:43:15.0000000,30.00,200.00,1355,11,C,4
1075,2014-12-04 07:54:46.0000000,20.00,150.00,1672,12,B,4
1077,2014-01-03 16:31:52.0000000,0.00,100.00,1921,12,A,4
1080,2014-01-02 07:46:51.0000000,0.00,100.00,2230,11,A,4
1082,2014-02-05 17:38:07.0000000,30.00,200.00,1123,12,C,4
1083,2014-06-02 18:49:24.0000000,30.00,200.00,1980,13,C,4
1086,2014-04-05 07:57:48.0000000,0.00,100.00,2097,13,A,4
1087,2014-06-05 16:38:30.0000000,30.00,200.00,2057,13,C,4
1090,2014-11-04 13:26:24.0000000,0.00,500.00,2040,12,A,4
1093,2014-06-04 15:39:27.0000000,0.00,50.00,1749,12,A,3
1097,2014-04-04 14:40:34.0000000,20.00,10.00,2372,12,B,4
1098,2014-05-03 18:45:56.0000000,30.00,200.00,1165,12,C,4
1099,2014-06-02 08:09:36.0000000,30.00,200.00,1825,11,C,4
1100,2014-01-05 06:40:28.0000000,20.00,150.00,1469,13,B,4
1101,2014-04-02 20:05:51.0000000,0.00,500.00,1263,12,A,4
1107,2014-04-03 15:18:52.0000000,0.00,500.00,2148,11,A,4
1109,2014-04-04 21:23:20.0000000,0.00,50.00,1468,11,A,3
1116,2014-12-04 12:02:53.0000000,30.00,200.00,1275,11,C,4
1118,2014-04-03 14:20:59.0000000,0.00,500.00,2219,13,A,4
1119,2014-08-04 17:42:17.0000000,20.00,150.00,1233,12,B,4
1120,2014-02-02 08:17:23.0000000,20.00,150.00,1318,13,B,4
1122,2014-07-02 20:52:31.0000000,20.00,10.00,2134,12,B,4
1123,2014-08-02 21:59:54.0000000,30.00,200.00,2317,13,C,4
1132,2014-06-04 22:03:56.0000000,20.00,10.00,2268,12,B,4
1133,2014-11-03 11:08:27.0000000,20.00,150.00,1507,11,B,4
1136,2014-11-03 11:42:35.0000000,0.00,50.00,2039,13,A,3
1138,2014-10-04 06:41:37.0000000,0.00,50.00,1256,12,A,3
1142,2014-04-02 18:29:31.0000000,30.00,200.00,1886,13,C,4
1143,2014-07-04 10:05:23.0000000,0.00,500.00,2285,11,A,4
1147,2014-01-04 12:30:23.0000000,20.00,150.00,2299,11,B,4
1148,2014-04-02 15:56:44.0000000,0.00,100.00,1489,12,A,4
1150,2014-09-04 11:03:07.0000000,0.00,100.00,2209,11,A,4
1151,2014-01-03 08:05:51.0000000,20.00,150.00,1883,11,B,4
1153,2014-07-03 11:25:09.0000000,0.00,500.00,2172,11,A,4
1157,2014-06-04 06:09:48.0000000,20.00,150.00,1945,12,B,4
1162,2014-04-05 14:04:51.0000000,0.00,500.00,2044,13,A,4
1170,2014-12-02 09:01:52.0000000,20.00,150.00,1243,12,B,4
1173,2014-07-04 16:53:54.0000000,20.00,150.00,2100,13,B,4
1176,2014-11-03 13:07:24.0000000,20.00,150.00,1711,11,B,4
1177,2014-04-03 14:31:55.0000000,20.00,10.00,2140,13,B,4
1183,2014-01-02 06:02:53.0000000,0.00,50.00,2022,13,A,3
1189,2014-12-03 13:53:28.0000000,0.00,100.00,2223,13,A,4
1191,2014-12-03 09:10:13.0000000,0.00,100.00,1431,13,A,4
1192,2014-06-02 14:57:50.0000000,0.00,500.00,1539,11,A,4
1194,2014-08-02 13:14:18.0000000,30.00,200.00,2244,12,C,4
1197,2014-07-02 15:24:20.0000000,20.00,150.00,2306,12,B,4
1198,2014-07-03 19:36:55.0000000,30.00,200.00,2284,11,C,4
1201,2014-07-02 07:17:20.0000000,30.00,200.00,2199,13,C,4
1204,2014-02-04 07:33:27.0000000,0.00,100.00,2205,13,A,4
1210,2014-03-03 15:16:51.0000000,0.00,50.00,1216,11,A,3
1213,2014-12-02 18:54:26.0000000,0.00,100.00,1555,12,A,4
1215,2014-03-04 14:14:30.0000000,20.00,150.00,2358,12,B,4
1219,2014-04-05 16:36:03.0000000,30.00,200.00,2294,12,C,4
1220,2014-05-02 20:11:20.0000000,0.00,100.00,1121,12,A,4
1221,2014-04-04 09:38:36.0000000,0.00,100.00,1632,11,A,4
1223,2014-05-04 17:16:39.0000000,0.00,100.00,1964,12,A,4
1225,2014-08-03 17:48:20.0000000,0.00,100.00,1241,12,A,4
1227,2014-06-02 14:48:46.0000000,20.00,10.00,1645,12,B,4
1228,2014-06-02 15:43:55.0000000,0.00,500.00,2338,11,A,4
1230,2014-12-04 17:08:10.0000000,0.00,500.00,1772,13,A,4
1232,2014-04-03 20:52:22.0000000,0.00,50.00,1987,12,A,3
1233,2014-12-03 17:39:50.0000000,0.00,100.00,1647,13,A,4
1234,2014-07-03 15:13:49.0000000,20.00,10.00,1985,12,B,4
1237,2014-07-04 14:29:20.0000000,0.00,500.00,1433,13,A,4
1244,2014-11-04 16:58:22.0000000,0.00,50.00,1595,11,A,3
1246,2014-11-03 21:28:13.0000000,20.00,10.00,1119,13,B,4
1247,2014-09-04 21:11:14.0000000,0.00,50.00,1330,12,A,3
1251,2014-09-02 07:57:39.0000000,20.00,10.00,2337,11,B,4
1252,2014-11-03 14:12:03.0000000,0.00,50.00,1538,11,A,3
1255,2014-07-04 12:53:17.0000000,0.00,500.00,1162,13,A,4
1260,2014-11-02 11:21:07.0000000,0.00,100.00,1547,12,A,4
1261,2014-07-03 14:06:26.0000000,20.00,150.00,2045,12,B,4
1265,2014-08-04 13:09:59.0000000,0.00,50.00,1776,11,A,3
1266,2014-11-02 17:05:25.0000000,0.00,50.00,2149,13,A,3
1272,2014-05-05 06:25:12.0000000,20.00,10.00,1125,11,B,4
1276,2014-08-03 07:17:54.0000000,0.00,100.00,2125,11,A,4
1287,2014-11-02 13:45:33.0000000,30.00,200.00,1934,13,C,4
1289,2014-02-04 22:49:52.0000000,0.00,100.00,2019,13,A,4
1291,2014-01-05 15:35:25.0000000,20.00,10.00,1942,12,B,4
1292,2014-05-03 15:28:22.0000000,0.00,50.00,2238,13,A,3
1293,2014-02-03 18:23:37.0000000,20.00,10.00,1321,13,B,4
1301,2014-05-02 20:44:18.0000000,0.00,100.00,1938,13,A,4
1302,2014-09-04 12:33:42.0000000,0.00,100.00,2077,12,A,4
1304,2014-06-02 13:53:20.0000000,0.00,100.00,1454,12,A,4
1307,2014-04-05 21:02:27.0000000,20.00,150.00,1966,12,B,4
1308,2014-07-02 13:34:45.0000000,0.00,50.00,1188,13,A,3
1309,2014-10-02 08:52:57.0000000,0.00,500.00,1273,13,A,4
1313,2014-01-04 09:13:24.0000000,20.00,10.00,1667,11,B,4
1314,2014-01-05 19:39:48.0000000,0.00,50.00,2104,11,A,3
1315,2014-05-02 20:10:02.0000000,0.00,50.00,2276,13,A,3
1317,2014-10-04 10:18:29.0000000,0.00,500.00,2310,13,A,4
1326,2014-01-03 22:09:24.0000000,30.00,200.00,2324,13,C,4
1331,2014-03-02 19:32:01.0000000,0.00,50.00,1969,12,A,3
1332,2014-09-04 15:11:31.0000000,0.00,500.00,1771,12,A,4
1333,2014-10-04 11:29:20.0000000,0.00,500.00,2313,11,A,4
1334,2014-09-03 11:02:07.0000000,20.00,10.00,1553,11,B,4
1335,2014-04-04 17:37:06.0000000,20.00,150.00,2167,12,B,4
1337,2014-07-04 12:35:51.0000000,0.00,500.00,1503,13,A,4
1338,2014-12-04 19:46:25.0000000,0.00,500.00,1654,12,A,4
1339,2014-11-04 22:53:02.0000000,20.00,10.00,2042,13,B,4
1344,2014-06-05 18:36:17.0000000,0.00,500.00,1732,11,A,4
1349,2014-12-02 12:04:28.0000000,0.00,500.00,1756,12,A,4
1350,2014-11-02 12:11:48.0000000,20.00,150.00,1830,11,B,4
1355,2014-05-04 15:28:13.0000000,0.00,50.00,1207,13,A,3
1356,2014-05-05 09:32:33.0000000,20.00,10.00,1759,13,B,4
1358,2014-12-02 15:33:16.0000000,20.00,10.00,2272,11,B,4
1361,2014-03-05 19:25:41.0000000,20.00,150.00,1997,11,B,4
1363,2014-05-02 16:48:26.0000000,0.00,100.00,1714,13,A,4
1364,2014-03-03 21:55:26.0000000,0.00,500.00,2067,11,A,4
1366,2014-11-02 08:24:09.0000000,20.00,10.00,1820,13,B,4
1369,2014-09-03 08:57:16.0000000,0.00,500.00,1429,13,A,4
1371,2014-05-04 16:53:28.0000000,20.00,10.00,1164,12,B,4
1372,2014-04-02 11:49:38.0000000,20.00,150.00,1486,11,B,4
1376,2014-03-03 06:54:00.0000000,0.00,100.00,1154,11,A,4
1377,2014-10-03 09:20:18.0000000,0.00,100.00,1754,11,A,4
1378,2014-09-02 08:59:51.0000000,30.00,200.00,2239,12,C,4
1384,2014-01-03 11:23:25.0000000,0.00,50.00,1601,13,A,3
1385,2014-03-02 11:35:05.0000000,0.00,50.00,1669,13,A,3
1389,2014-01-03 07:45:33.0000000,0.00,100.00,1796,11,A,4
1395,2014-05-02 14:53:23.0000000,0.00,100.00,2336,11,A,4
1399,2014-03-02 14:45:36.0000000,30.00,200.00,1821,13,C,4
1400,2014-07-03 19:16:36.0000000,0.00,50.00,2258,13,A,3
1401,2014-03-02 15:26:47.0000000,0.00,50.00,1797,11,A,3
1405,2014-12-04 13:34:45.0000000,20.00,10.00,1856,12,B,4
1407,2014-04-03 21:12:40.0000000,20.00,150.00,2072,11,B,4
1408,2014-04-02 18:10:22.0000000,0.00,50.00,2257,13,A,3
1412,2014-03-02 12:52:34.0000000,30.00,200.00,2086,13,C,4
1415,2014-10-03 21:01:26.0000000,30.00,200.00,1227,13,C,4
1419,2014-06-02 19:00:46.0000000,0.00,50.00,2214,12,A,3
1426,2014-05-05 18:14:50.0000000,0.00,50.00,1379,13,A,3
1428,2014-10-04 07:28:42.0000000,20.00,10.00,2296,13,B,4
1431,2014-07-04 07:29:08.0000000,0.00,50.00,1832,12,A,3
1432,2014-06-05 21:41:54.0000000,30.00,200.00,1978,12,C,4
1433,2014-10-04 14:06:43.0000000,0.00,100.00,2091,11,A,4
1439,2014-07-02 22:52:28.0000000,20.00,150.00,1963,12,B,4
1440,2014-02-04 22:45:50.0000000,0.00,50.00,1221,13,A,3
1443,2014-09-04 14:49:38.0000000,0.00,100.00,1971,12,A,4
1448,2014-02-03 16:00:03.0000000,0.00,500.00,1603,12,A,4
1452,2014-02-03 16:23:31.0000000,20.00,150.00,1698,13,B,4
1453,2014-12-03 14:04:42.0000000,20.00,150.00,1308,12,B,4
1454,2014-07-04 09:49:24.0000000,0.00,50.00,1676,13,A,3
1455,2014-12-04 16:27:33.0000000,0.00,100.00,1916,12,A,4
1456,2014-06-05 16:26:59.0000000,0.00,500.00,1309,11,A,4
1457,2014-02-03 14:37:49.0000000,0.00,500.00,1430,11,A,4
1458,2014-06-03 08:18:40.0000000,0.00,100.00,1608,11,A,4
1459,2014-02-04 18:18:09.0000000,0.00,500.00,1933,11,A,4
1460,2014-08-04 22:31:52.0000000,30.00,200.00,1128,11,C,4
1462,2014-06-02 15:24:37.0000000,30.00,200.00,2204,11,C,4
1465,2014-06-02 07:00:03.0000000,0.00,500.00,2052,12,A,4
1466,2014-02-05 11:34:13.0000000,20.00,10.00,2246,13,B,4
1468,2014-08-03 06:54:43.0000000,0.00,500.00,1913,12,A,4
1470,2014-12-03 19:22:39.0000000,0.00,50.00,1300,13,A,3
1472,2014-11-02 10:10:34.0000000,0.00,50.00,1236,11,A,3
1473,2014-05-02 11:32:04.0000000,0.00,50.00,1682,11,A,3
1476,2014-10-04 19:16:36.0000000,0.00,500.00,2017,12,A,4
1477,2014-04-04 15:37:52.0000000,0.00,100.00,2147,13,A,4
1483,2014-06-05 18:37:35.0000000,30.00,200.00,1685,12,C,4
1490,2014-01-02 17:11:37.0000000,0.00,500.00,2175,11,A,4
1491,2014-09-04 10:10:34.0000000,0.00,100.00,2308,11,A,4
1497,2014-07-04 10:25:06.0000000,0.00,100.00,1726,13,A,4
1498,2014-05-04 07:41:40.0000000,0.00,500.00,1369,12,A,4
1500,2014-07-04 07:59:23.0000000,0.00,500.00,1650,12,A,4
1501,2014-07-02 15:44:47.0000000,30.00,200.00,1678,13,C,4
1502,2014-05-03 21:53:17.0000000,20.00,10.00,2250,11,B,4
1503,2014-12-03 06:10:48.0000000,0.00,100.00,1855,13,A,4
1504,2014-11-02 13:40:22.0000000,0.00,100.00,2032,12,A,4
1505,2014-06-02 14:48:46.0000000,20.00,10.00,1311,12,B,4
1510,2014-07-02 13:24:40.0000000,0.00,50.00,2083,11,A,3
1511,2014-02-04 20:30:37.0000000,0.00,500.00,1639,13,A,4
1515,2014-01-03 20:33:48.0000000,0.00,100.00,1516,11,A,4
1525,2014-05-02 08:44:36.0000000,20.00,150.00,2118,13,B,4
1527,2014-01-03 10:03:30.0000000,30.00,200.00,1277,13,C,4
1532,2014-06-03 15:38:53.0000000,0.00,50.00,1609,12,A,3
1540,2014-09-04 18:43:12.0000000,30.00,200.00,1897,12,C,4
1541,2014-12-02 08:33:13.0000000,20.00,150.00,1316,13,B,4
1546,2014-04-04 19:15:53.0000000,20.00,150.00,1351,11,B,4
1548,2014-04-04 06:25:47.0000000,20.00,10.00,1631,11,B,4
1554,2014-02-03 11:05:25.0000000,30.00,200.00,1434,12,C,4
1555,2014-06-04 15:03:01.0000000,20.00,10.00,1347,11,B,4
1557,2014-08-04 07:47:17.0000000,20.00,150.00,1537,12,B,4
1559,2014-03-02 14:21:59.0000000,0.00,100.00,1801,11,A,4
1561,2014-05-04 17:44:01.0000000,30.00,200.00,1927,11,C,4
1563,2014-02-02 15:04:19.0000000,20.00,10.00,1781,13,B,4
1567,2014-12-03 14:42:09.0000000,0.00,100.00,1862,13,A,4
1570,2014-02-04 11:25:44.0000000,30.00,200.00,2005,13,C,4
1576,2014-02-05 22:57:30.0000000,30.00,200.00,2309,13,C,4
1577,2014-02-03 19:01:21.0000000,0.00,500.00,1497,11,A,4
1579,2014-02-02 08:55:41.0000000,0.00,50.00,1753,11,A,3
1582,2014-06-03 15:54:26.0000000,30.00,200.00,2074,13,C,4
1586,2014-10-04 22:05:48.0000000,0.00,100.00,1691,11,A,4
1591,2014-10-04 13:43:58.0000000,0.00,100.00,1441,11,A,4
1594,2014-01-04 19:16:11.0000000,0.00,500.00,2297,13,A,4
1607,2014-09-02 18:44:21.0000000,30.00,200.00,1217,13,C,4
1608,2014-07-02 20:05:43.0000000,30.00,200.00,1946,13,C,4
1610,2014-03-04 13:19:03.0000000,20.00,150.00,1633,11,B,4
1613,2014-01-03 07:10:34.0000000,30.00,200.00,1900,12,C,4
1614,2014-05-02 07:15:45.0000000,30.00,200.00,1765,12,C,4
1616,2014-03-02 12:50:24.0000000,0.00,500.00,2035,11,A,4
1618,2014-09-02 20:40:08.0000000,20.00,150.00,1557,11,B,4
1620,2014-06-05 19:33:19.0000000,30.00,200.00,2228,13,C,4
1621,2014-02-03 19:51:45.0000000,30.00,200.00,1444,12,C,4
1622,2014-01-04 18:50:41.0000000,30.00,200.00,1511,13,C,4
1623,2014-09-03 21:02:36.0000000,20.00,150.00,1403,13,B,4
1627,2014-12-04 07:52:36.0000000,20.00,10.00,1974,11,B,4
1632,2014-04-03 07:01:55.0000000,30.00,200.00,1498,11,C,4
1634,2014-12-02 13:45:24.0000000,0.00,100.00,2353,12,A,4
1637,2014-09-03 17:00:58.0000000,0.00,500.00,2161,11,A,4
1639,2014-07-03 06:24:12.0000000,20.00,150.00,2153,12,B,4
1640,2014-11-03 14:30:03.0000000,20.00,150.00,1255,12,B,4
1641,2014-04-05 12:15:24.0000000,0.00,100.00,1932,11,A,4
1643,2014-02-05 09:49:24.0000000,20.00,150.00,1702,13,B,4
1646,2014-02-04 06:56:01.0000000,20.00,10.00,1399,13,B,4
1651,2014-11-04 14:23:34.0000000,0.00,50.00,2132,12,A,3
1652,2014-04-03 21:34:25.0000000,0.00,500.00,1888,12,A,4
1653,2014-01-05 21:14:41.0000000,0.00,500.00,1363,13,A,4
1658,2014-01-05 06:42:55.0000000,30.00,200.00,1113,13,C,4
1660,2014-12-02 17:10:02.0000000,0.00,100.00,2089,13,A,4
1661,2014-04-03 15:15:24.0000000,0.00,100.00,1344,11,A,4
1663,2014-07-04 20:46:02.0000000,20.00,150.00,2117,11,B,4
1665,2014-08-03 12:08:47.0000000,0.00,50.00,1928,11,A,3
1666,2014-08-03 20:45:10.0000000,20.00,150.00,1140,12,B,4
1667,2014-05-05 14:39:59.0000000,20.00,10.00,1182,13,B,4
1670,2014-05-02 08:37:32.0000000,20.00,10.00,2327,11,B,4
1671,2014-10-04 17:24:26.0000000,0.00,50.00,1380,13,A,3
1672,2014-05-02 12:33:24.0000000,0.00,50.00,1591,11,A,3
1673,2014-01-02 21:00:26.0000000,0.00,500.00,1697,11,A,4
1674,2014-03-04 08:39:16.0000000,20.00,150.00,1129,11,B,4
1676,2014-12-02 12:07:21.0000000,0.00,100.00,1787,13,A,4
1678,2014-11-04 18:34:51.0000000,20.00,10.00,1235,13,B,4
1679,2014-04-03 10:36:37.0000000,0.00,50.00,1246,11,A,3
1681,2014-10-04 13:35:54.0000000,0.00,50.00,1168,13,A,3
1682,2014-09-02 14:02:41.0000000,0.00,50.00,1619,13,A,3
1687,2014-04-04 07:47:25.0000000,0.00,500.00,2194,13,A,4
1692,2014-09-04 11:17:05.0000000,30.00,200.00,1873,13,C,4
1693,2014-08-04 07:35:46.0000000,0.00,50.00,1345,12,A,3
1694,2014-05-05 07:41:23.0000000,0.00,100.00,1675,13,A,4
1697,2014-01-03 10:05:48.0000000,20.00,150.00,2063,13,B,4
1700,2014-03-05 10:30:00.0000000,20.00,10.00,2163,12,B,4
1701,2014-10-03 08:42:35.0000000,0.00,100.00,1203,11,A,4
1703,2014-04-05 06:43:55.0000000,20.00,150.00,1410,13,B,4
1704,2014-07-03 10:58:31.0000000,0.00,50.00,1736,11,A,3
1709,2014-06-03 17:05:25.0000000,0.00,100.00,1752,12,A,4
1714,2014-10-04 10:37:21.0000000,20.00,150.00,2049,12,B,4
1715,2014-02-02 20:08:44.0000000,30.00,200.00,2195,13,C,4
1723,2014-11-04 10:53:37.0000000,0.00,100.00,1723,11,A,4
1725,2014-12-02 18:58:54.0000000,0.00,500.00,1409,11,A,4
1729,2014-04-02 19:00:29.0000000,0.00,500.00,1133,11,A,4
1732,2014-01-04 21:02:53.0000000,0.00,500.00,1658,11,A,4
1746,2014-04-02 18:28:57.0000000,30.00,200.00,2331,12,C,4
1748,2014-05-02 13:44:07.0000000,20.00,10.00,1630,13,B,4
1749,2014-02-04 14:16:57.0000000,30.00,200.00,1740,12,C,4
1757,2014-10-04 21:32:41.0000000,20.00,150.00,1264,13,B,4
1760,2014-05-04 15:19:44.0000000,0.00,500.00,1925,13,A,4
1762,2014-02-03 08:02:33.0000000,0.00,50.00,1401,13,A,3
1768,2014-07-04 06:15:24.0000000,0.00,100.00,1234,12,A,4
1773,2014-08-03 15:49:49.0000000,0.00,50.00,2305,13,A,3
1775,2014-05-03 15:28:13.0000000,30.00,200.00,1492,12,C,4
1778,2014-10-04 10:48:35.0000000,30.00,200.00,1643,12,C,4
1782,2014-08-02 22:13:00.0000000,0.00,500.00,1131,12,A,4
1783,2014-10-02 07:14:53.0000000,20.00,10.00,1604,12,B,4
1786,2014-05-02 21:10:57.0000000,20.00,10.00,2348,12,B,4
1790,2014-08-02 20:50:38.0000000,20.00,150.00,2265,11,B,4
1793,2014-12-03 18:35:51.0000000,20.00,150.00,2101,11,B,4
1798,2014-01-05 14:21:07.0000000,20.00,10.00,1457,12,B,4
1806,2014-05-04 10:58:39.0000000,0.00,50.00,2106,13,A,3
1810,2014-07-02 19:11:00.0000000,0.00,100.00,1210,12,A,4
1811,2014-03-02 12:03:27.0000000,20.00,150.00,2318,13,B,4
1814,2014-07-02 18:52:42.0000000,0.00,500.00,1488,12,A,4
1815,2014-03-04 21:22:11.0000000,20.00,150.00,1807,13,B,4
1816,2014-02-02 09:35:08.0000000,0.00,500.00,1627,12,A,4
1817,2014-12-02 15:44:56.0000000,0.00,100.00,1846,12,A,4
1818,2014-11-03 08:22:08.0000000,20.00,150.00,1565,11,B,4
1820,2014-08-03 14:01:06.0000000,0.00,500.00,1214,12,A,4
1821,2014-03-03 15:47:57.0000000,20.00,150.00,1257,12,B,4
1824,2014-12-02 09:44:04.0000000,0.00,50.00,1294,12,A,3
1825,2014-02-05 07:35:20.0000000,0.00,50.00,1624,11,A,3
1827,2014-01-02 09:37:26.0000000,20.00,150.00,1114,11,B,4
1828,2014-03-04 16:36:29.0000000,0.00,500.00,1943,12,A,4
1830,2014-07-03 13:51:27.0000000,20.00,10.00,1860,11,B,4
1834,2014-05-02 11:48:29.0000000,20.00,10.00,2256,11,B,4
1837,2014-06-05 07:52:36.0000000,30.00,200.00,1215,12,C,4
1838,2014-11-02 08:19:58.0000000,20.00,150.00,1612,11,B,4
1839,2014-02-02 11:28:45.0000000,0.00,500.00,1773,12,A,4
1840,2014-01-02 10:56:30.0000000,0.00,50.00,1837,13,A,3
1844,2014-12-02 20:37:06.0000000,20.00,150.00,2332,12,B,4
1845,2014-02-05 10:19:55.0000000,20.00,10.00,1663,13,B,4
1846,2014-06-04 12:39:36.0000000,20.00,150.00,1761,11,B,4
1851,2014-07-04 21:35:08.0000000,0.00,100.00,2191,11,A,4
1852,2014-02-03 21:33:42.0000000,20.00,150.00,2221,11,B,4
1856,2014-08-03 09:27:56.0000000,0.00,500.00,1265,12,A,4
1859,2014-11-02 18:39:19.0000000,0.00,50.00,1450,11,A,3
1860,2014-07-03 17:37:58.0000000,30.00,200.00,1659,12,C,4
1863,2014-01-04 20:51:39.0000000,0.00,500.00,1777,11,A,4
1865,2014-02-05 07:50:10.0000000,20.00,10.00,1905,13,B,4
1866,2014-05-03 11:54:23.0000000,30.00,200.00,1237,13,C,4
1867,2014-11-02 13:57:13.0000000,0.00,100.00,1819,12,A,4
1870,2014-04-04 16:22:22.0000000,20.00,150.00,1302,12,B,4
1873,2014-10-03 17:40:25.0000000,30.00,200.00,1460,11,C,4
1875,2014-10-03 08:20:59.0000000,0.00,50.00,1120,13,A,3
1877,2014-03-05 13:01:55.0000000,30.00,200.00,2323,13,C,4
1879,2014-01-04 13:06:23.0000000,30.00,200.00,1361,13,C,4
1881,2014-06-03 20:52:31.0000000,0.00,50.00,2252,11,A,3
1886,2014-12-02 15:11:31.0000000,30.00,200.00,1623,12,C,4
1888,2014-08-02 18:05:11.0000000,0.00,100.00,2116,12,A,4
1890,2014-09-02 14:46:19.0000000,20.00,10.00,1340,11,B,4
1892,2014-08-04 22:41:48.0000000,20.00,10.00,1602,12,B,4
1893,2014-02-05 06:20:44.0000000,20.00,10.00,1518,13,B,4
1897,2014-05-02 09:04:36.0000000,0.00,50.00,1357,11,A,3
1903,2014-07-03 12:03:53.0000000,30.00,200.00,1990,13,C,4
1905,2014-11-04 13:51:45.0000000,0.00,500.00,1694,11,A,4
1909,2014-03-03 09:51:59.0000000,0.00,100.00,2188,11,A,4
1913,2014-05-02 21:12:49.0000000,30.00,200.00,2374,13,C,4
1914,2014-10-03 19:15:01.0000000,20.00,150.00,1156,12,B,4
1916,2014-02-05 21:48:40.0000000,0.00,50.00,1391,11,A,3
1917,2014-02-05 22:42:06.0000000,0.00,100.00,1908,12,A,4
1918,2014-11-03 22:35:54.0000000,20.00,150.00,1935,13,B,4
1919,2014-07-04 10:35:20.0000000,0.00,50.00,2018,11,A,3
1923,2014-10-04 14:31:03.0000000,20.00,150.00,1499,12,B,4
1924,2014-11-04 14:07:35.0000000,30.00,200.00,1829,11,C,4
1928,2014-12-04 19:18:20.0000000,0.00,100.00,1161,13,A,4
1929,2014-04-04 06:37:09.0000000,0.00,50.00,1817,11,A,3
1930,2014-10-04 17:15:48.0000000,20.00,150.00,2012,13,B,4
1931,2014-07-02 14:08:01.0000000,0.00,100.00,1495,12,A,4
1932,2014-09-02 13:12:35.0000000,20.00,10.00,1836,12,B,4
1933,2014-04-04 10:30:43.0000000,20.00,150.00,1551,12,B,4
1934,2014-02-05 07:59:23.0000000,0.00,500.00,2095,11,A,4
1937,2014-07-04 13:13:18.0000000,30.00,200.00,2254,12,C,4
1938,2014-08-03 11:25:52.0000000,0.00,100.00,1439,12,A,4
1941,2014-03-05 21:22:28.0000000,0.00,50.00,2302,13,A,3
1942,2014-02-05 09:02:01.0000000,0.00,50.00,1418,11,A,3
1945,2014-02-02 18:20:10.0000000,0.00,50.00,2356,11,A,3
1947,2014-01-04 15:34:42.0000000,0.00,100.00,1733,11,A,4
1948,2014-09-03 22:18:12.0000000,30.00,200.00,1372,11,C,4
1949,2014-10-03 09:25:29.0000000,30.00,200.00,2242,11,C,4
1952,2014-01-05 17:21:07.0000000,20.00,10.00,1791,11,B,4
1953,2014-12-02 12:50:33.0000000,20.00,150.00,2280,11,B,4
1954,2014-06-02 16:22:48.0000000,0.00,100.00,2346,13,A,4
1955,2014-12-04 22:32:44.0000000,30.00,200.00,1508,13,C,4
1956,2014-11-03 21:01:18.0000000,0.00,50.00,2146,11,A,3
1965,2014-08-04 07:28:51.0000000,30.00,200.00,1513,13,C,4
1966,2014-05-03 17:34:05.0000000,0.00,500.00,1339,11,A,4
1967,2014-05-04 14:24:35.0000000,20.00,150.00,1362,12,B,4
1968,2014-02-03 11:49:03.0000000,0.00,500.00,1405,13,A,4
1969,2014-01-02 19:13:52.0000000,30.00,200.00,1493,12,C,4
1970,2014-09-03 07:56:47.0000000,0.00,500.00,2319,13,A,4
1973,2014-04-03 10:13:26.0000000,20.00,10.00,2217,13,B,4
1976,2014-07-04 11:57:16.0000000,20.00,150.00,2369,11,B,4
1980,2014-05-05 10:18:29.0000000,30.00,200.00,1613,11,C,4
